SPC1,SPC2,SPC3,SPC4,SPC5,SPC6,SPC7,SPC8,SPC9,SPC10,SPC11,SPC12,SPC13,SPC14,SPC15,SPC16,Frustrated,upset,hostile,alert,ashamed,inspired,nervous,attentive,afraid,active,determined
-0.9344826254781728,-0.24868005762277134,-1.164739711909024,0.48396613711727715,0.2509877970243771,-0.921562171401689,0.2507855504791597,1.5812516640078877,-0.8674657529442827,0.338184575900499,-0.7330839285831637,0.0046331935314335845,-1.1386458099219017,0.02006765283756717,-0.8678761923057817,-0.5486328371011644,0,1,1,1,1,3,1,4,1,3,5
-1.4881448066910592,-2.8339556720047328,-0.9979028585914329,1.68833360725429,0.6286652588306876,-0.5402211227189262,-0.008151660166267295,-0.590329324081925,-1.46616024346813,-0.0305496272855184,1.359300243167933,-1.7107692063317634,1.335793951587097,0.5414136770451476,-0.1640983058925759,0.9136596518708953,0,1,1,1,1,1,1,3,1,1,3
-1.470025695402393,-2.4762477219076215,-0.2808009006949847,0.8456266480503579,1.258251410873238,-0.9754314289900304,-0.48294212231291966,-0.6938447621639912,-1.0493248840960554,-0.6745069719530469,0.3143017332760615,-0.12481261729908832,0.722260719122642,0.5875393728593133,-0.6985616179023538,0.1539805091273148,0,1,1,1,1,1,1,3,1,2,3
-0.05430765739527359,-0.6655219512175671,0.4855437933023217,-1.2987589748233326,0.11145350288711978,-1.5817044693582603,-0.8593433271792705,1.8264352940518054,-0.7958454271262052,-1.6048784732946748,-0.25538251824377406,0.428188220768315,-0.6594833326694022,-0.4132228817399282,-0.8348589168188754,0.5872199763371618,1,1,1,1,1,4,1,1,1,3,4
-0.5195317519855354,-0.27010739980777715,-0.17534470039472608,5.0327745851537316,-1.1714054326731762,-0.6957982775343579,-1.1568226140086404,-0.5678032478291339,-1.4586479270810824,6.991361195257114,-0.29726481453193915,0.025641460810845448,-1.7141416949827963,-1.1505707570997823,-0.524191295453807,-0.11297575820529342,0,1,1,1,1,5,1,1,1,5,5
-1.1904755393557145,-2.5505809785932705,-0.7120210882784241,0.2772503627926585,1.3472942279916724,-0.28599353978232966,0.8949986120373611,-0.5679312053348774,-1.3653638584726895,-1.0698502283382723,2.3100686955690084,-0.17256660562867457,1.2449509849375655,0.9832536683833957,-0.29088417396890065,-0.4566241234984405,0,1,1,1,1,1,1,1,1,1,1
0.28795955236534904,-1.3435926601253394,-0.5903520964198175,-1.4628456165902932,-0.5946386174574757,-0.7675189071411274,0.8102901189732978,-0.40546231678661676,-0.7916341875301013,-0.6063788187444529,-0.8735390981267129,0.047503634014776724,-1.8846304822808642,-0.8121129263095583,-0.43306371143585476,1.032094972891119,7,1,1,1,1,4,1,3,1,5,5
-1.4124631910250027,-1.7730365521483795,-0.8786973527325623,-0.6096133833488605,0.41032896740861524,-0.3100032621657934,0.6531773437334909,-0.6679349802655198,-1.0823192611845596,-1.7344122388990706,-0.8993019500500139,-0.3409253054571715,-1.3381018662070328,-0.1963046982589417,0.12084030621840905,0.6494604548789072,0,1,1,1,1,3,1,1,1,2,3
-1.3645513186227922,0.6278338333250908,-0.9623899137275818,6.105133299956114,-0.16149570260256535,-1.3006020373604439,-1.5020355712254256,-0.16555242077003712,-0.7250650479767825,7.983914738194983,0.06906625357305415,0.13810201362270036,-0.991341353173537,-0.03891156421217747,-0.8009691770263597,0.0718133223719212,0,1,1,1,1,4,1,1,1,4,5
-0.975476162446838,-1.4029778829410506,-1.29779285770156,-0.7847420037806823,-0.9075849334800091,0.1664414035567901,-1.4688853606277148,-0.8392325611715425,-0.7716300870700395,-0.15773589878604674,1.3478762220305316,0.5363045596922071,-1.0881796243310837,-0.6737446667855925,-0.40679333433227943,-0.4952412034490791,0,1,1,4,1,1,1,4,1,4,4
-1.5092258367442488,-1.8075849919622078,-1.5136663696983323,-0.43724272190529967,-0.04756694564487156,-0.6681645927375032,-1.2791892213932894,-0.43110980157762013,-0.987844599096332,-0.9787041587971674,-0.9275269299552071,-0.18506975613694066,-0.5284021878997586,-0.21651421078741523,-0.2456657621169612,0.6961011058745199,0,1,1,3,1,1,1,3,1,2,1
-1.2175358787822859,3.5054206622296555,-1.1617304893502698,0.022720147957316212,0.11473927317266212,-1.7121791590746813,0.07664062233110845,0.07132546055308919,2.603642058619975,2.262610689492794,0.022557139973934152,-0.6086737636750262,-1.5666791842917103,-0.13478023211454657,2.888467517765712,-0.5065273656871382,1,2,1,4,1,4,1,3,1,3,4
-1.3162895671402615,1.1705663266563815,-1.3738615169525228,2.3451675343436595,-0.19053592896869992,-0.029084661080035754,-0.9763095590564711,-0.9099175430991615,0.8973582583164205,2.228479345636521,-0.7150921292968705,0.4504870576739463,-1.1615932142970211,-0.8138830460483388,-0.4611936928900801,0.31231402324652846,2,2,1,4,1,5,1,5,1,5,5
-1.4782823447955358,1.0812739837860765,-1.4622654233627397,-4.643918004394142,-0.03415357519317378,-2.902661858500088,-0.3468689843023429,-0.37469949488494536,2.194835712171784,0.9761284777532396,0.946361710925836,-1.6927893641579423,0.2054821210981167,0.13814527032892643,2.9727818480753365,-1.8219478040641195,0,1,1,4,1,4,1,4,1,4,4
-1.3971071542486224,2.663311130665844,-1.3495535229194424,0.1600325138575471,0.5275341925012659,-1.1963561189893983,0.4004391485627656,-0.9210865206494606,2.6845540572067597,-0.5716576215611819,-0.7777468421332704,-0.34576951621115226,-0.2061695887447672,0.17487394409864357,-0.29704052278287785,-0.7598013706676837,0,1,1,3,1,4,1,3,1,3,4
-1.1871245100446348,-1.0250845899636156,-1.222725843212278,-1.4734805578321877,-0.5126181818834666,-1.3856795637466859,-0.3454640362479339,0.45449072600867385,1.4184378094662728,1.2731732851671256,0.08683411382739857,0.633189337858868,-1.201306398398064,-1.00245237455544,-0.7133728999782145,-0.15320065002858355,0,1,1,4,1,5,1,5,1,5,5
-1.1995412298943746,7.9740386486288894,-1.332173231912081,3.2765918542560035,-0.10701221429004049,1.2999771143468957,-0.1815058105167344,-0.3279843283450055,7.664487360172969,2.8520750493178895,4.148033506280611,-0.2376977957553183,0.25687449376625615,0.37434888170297326,1.908968508667431,1.7252878342161009,0,1,1,3,1,4,1,4,1,4,5
-1.232473816321234,1.222451204989675,-1.304787071267615,-0.8302106824481785,0.45395505944725845,-4.849215585242155,0.9706798759403765,-0.7968751601972376,2.7727335214896365,0.07737052082421043,-1.1191921635854591,-0.04557708541471675,1.7746625523309496,0.6519007698930492,1.2306641426236027,-2.0215504792768186,0,1,1,3,1,3,1,4,1,3,3
-0.9557093622858959,-1.425555891772348,-1.2762097511142938,-0.15720506923999034,-0.6897844297584482,-0.4997538320577438,-0.3078720368988665,-0.922194885398507,-0.21094663917605236,-0.3323175145751502,-0.6158822422531982,0.003652302765181957,-1.1282260961219133,0.5135828125794197,-0.3694302906208796,0.18752360924958988,0,1,1,4,1,5,1,5,1,5,5
-1.182909483550787,0.13166208513447505,-1.370487529921504,-0.07986068127845763,0.14341118276456546,-2.893411586011032,0.553837310299361,-0.7770052045938033,1.6493959364140804,0.688858426337908,-1.34553959270297,-0.14489108133071085,0.6235225577490414,-0.5256387185384912,2.912684925042416,-2.4008843280729026,0,1,1,3,1,4,1,4,1,4,4
-0.9891515318995397,2.692721038633721,-1.0288420685444035,0.8543568428238402,0.3967821125777347,-2.117270820104366,0.8688806304864611,-0.14809894293338735,3.1863597880503693,0.05719452031647364,-0.9247409197164411,-0.2919070283419541,-0.5960114381992729,-0.8219011963522789,-0.8738760185798231,-0.3870709075284148,0,1,1,3,1,4,1,4,1,4,4
-0.8819019648789806,4.350303535421675,-0.9964619816947887,2.337477648476488,-0.5088926919491457,0.7859462308727084,1.4735629731303435,-0.19863101995048635,-1.048934833459558,1.041525759094388,-0.07018880682704708,0.2634926048485783,-1.9462196102424696,-0.5516614043016722,1.1825171092513889,1.1075827427801357,0,1,1,4,2,4,1,4,1,4,5
-1.0383659354448032,-0.26040483147130744,-1.1087436179658452,-3.2027565345458453,-0.1074053218612692,3.8152520455507712,2.4553587524489404,-0.9358240065765288,1.389108592430506,1.4867191848246117,0.5646261146547419,-0.3998494493884254,-0.545202754681138,-0.3459427490298214,-1.0312809848486535,-0.012140794074963244,0,1,1,3,1,4,1,4,1,4,5
-0.5534182646158192,-0.13918886889437357,0.737547732165287,1.9902146661844136,1.2300668691244199,0.5977787194069233,-0.15378052563173578,-0.27604599024168436,-0.9255143755897065,1.2858502663494085,7.910247399079861,-0.5885003974577595,1.3130796688413777,1.08171424596964,1.4794055329665214,1.5121866612033568,1,1,1,3,1,2,2,3,1,4,3
1.8589899331964752,0.1223074684503592,-0.02078600442893993,-1.7348863391172018,-2.004207741269773,-0.2958931758361124,0.021689243354413853,-0.7429464781497939,-1.0184176173027855,0.020147525211469806,-0.7241300823447315,0.13565693324540773,-1.3273142601673704,-0.43246915295925054,0.0867840593841396,-0.5213852015736533,1,1,1,4,1,3,3,3,1,5,3
-1.5052783425048633,0.5009385953122883,-0.7652521099929198,-0.07733192598388877,0.30550434112925573,0.46831122104668294,0.11642545665219164,-0.3702027137668622,-1.039206678339071,-1.2195695605068015,-0.6276133449549177,-2.0208220249097737,0.7966428916559158,-1.1420518333346825,0.30194332514310784,-0.12605335090926797,0,1,1,4,1,3,2,3,1,5,4
-1.091459783770279,-0.3509056966189627,-0.21065670324919053,-0.17306995008411757,1.1390639723464149,0.037924291195928446,0.11490337429938823,-0.5395283549410276,-0.9305436510712592,-1.7400510450830042,-0.24255330432952776,-0.4611366442835337,1.9875146508420038,-1.4750937844205705,1.0637696415769344,1.7470917634157586,0,1,1,4,1,3,2,3,1,5,3
1.563502209409987,0.9630585575307241,-0.5999555545257292,-0.21181018603526516,-0.21724898728903475,0.05892292574612775,0.22730274786649055,-0.46855004183876287,-0.9193584137074279,-1.39841782244864,-0.4310518859549289,0.36859489139968526,-0.606889793432663,-1.1571783853006934,-0.7944810985864427,-0.2364785920754985,0,1,1,4,1,4,2,3,1,5,3
-1.5295253230357073,0.05580642662093634,-0.5652463660356514,0.33495779257605574,0.7120258294691455,1.3412422917533289,0.6515379880324181,-0.5760028928104439,-0.8365491525430729,-0.8739646645857323,0.8467315709562223,-0.32320290329163615,-0.9615329101812913,-0.3330675138116164,-0.8793017293355212,-0.17405160515702375,0,1,1,3,1,3,2,3,1,5,4
-0.9576045469638264,0.5190517552108738,2.9108673356850616,-0.3167856527830028,2.601081974909379,0.06277988530308973,-0.8301991906380303,-0.29246875440845255,-1.185584776963798,-1.6283855901485556,-0.6961202485215672,-0.1367667020343098,-0.903644168157094,-0.5681362697913304,-0.33882170429687364,-0.5190346200451846,0,1,1,3,1,3,1,3,1,3,3
3.0717940952087632,-0.500942839010414,0.8897818170301474,-0.07860453734399454,-2.8157747008885696,0.6457603832296608,-0.658034586918814,-0.8026834270773507,-0.6050669146340626,-0.1505463118981109,-1.1962931697719532,0.3109810080054432,-2.6957749692673305,-1.8733710090493296,0.5441250952518769,-1.7683928837617988,0,1,1,4,1,4,2,4,1,5,3
-1.1585300579350035,0.343401843186715,-0.22350943560136066,-0.09952851787595231,-0.49516174079841874,1.1273280726882318,-0.5008473583443539,-0.8680393088578923,-0.886072891110669,-0.9108523037573867,-0.5814273053998044,-0.2679010443271531,-0.9180370286291064,-0.5802903786945337,-1.01612691383858,0.195242794986239,0,1,1,3,1,3,2,3,1,5,3
-0.5368303279721149,-1.0575588065944084,0.12561123137790656,1.5767259739542767,-0.1061730220217784,-0.4931470741335361,0.7752454563682459,-0.5847550090518431,-0.9661499038359561,-0.2153390528787867,-1.4850347065435172,-0.33146448596793615,0.048035356990012684,0.039405785462894694,0.3909126294467661,1.5823976250364729,0,1,1,4,1,3,2,3,1,5,3
-0.1254169726364104,0.445365047694307,-0.9810106952012991,-0.36365288530098755,-1.8024842247938875,-1.005167823746439,0.5857346431413516,-0.984596190972835,-1.192765820627004,-1.534191686372636,-0.5898522302651099,0.27378702902110086,-1.456483440888518,-1.2077893261819488,-0.882360184469864,0.20407192912956487,0,1,1,4,1,3,2,3,1,5,3
-1.497900472361558,0.1396210171776089,-1.4821842931350242,-0.8821741576703338,-0.01741440873985006,0.705202076935406,0.626029438116878,-0.5103629663552977,-0.5908190845431972,-1.7765641871985582,-0.7715091599095286,-0.3891867178276345,-0.6048222955879042,-0.18790782964803956,-0.6178589171413377,-0.6825700941524963,0,1,1,4,1,3,2,3,1,4,4
0.5572002718019936,-1.8352076248883187,1.8255073837312081,0.3958585283734105,-0.6549054074128248,-1.042624034907204,-0.8712282343515771,-0.03116916293460213,-0.6031315973656546,-1.2241723031078562,0.4384997920003341,-0.08612079800464871,-0.2526599367908903,-0.13890830488240305,-0.11632687280069105,1.0055111958389016,0,1,1,2,1,4,1,3,1,2,4
2.093585989705677,0.7197308345153205,0.8833911949028121,-2.4748461044515477,0.2268947619975224,-0.5551918945915838,-0.9271818444042614,-0.6609482661677653,-0.5508456518984045,-0.043433577558796704,0.2589901775092284,0.13412613981940816,-1.1663306959142357,-0.3225268305371677,-0.06391452033933517,-0.35495639260405176,4,1,2,4,1,4,2,4,1,4,4
-0.5692549822567962,-1.5677655939187825,0.7008315427740909,-0.5601367818740736,-0.5787201256801953,2.531646853091438,-1.027505942363182,0.24779581603229953,0.8145581228887817,-0.8270850847129299,-0.9519425353220362,-0.19834146624317678,0.7046553565147179,2.96789585209443,-0.8947467087890659,0.44505615974035695,0,1,1,1,1,3,1,3,1,3,3
-0.4293628747339326,-2.014748718872431,1.7702825649340521,3.3060390480601467,0.20280590354849187,1.0708845345859304,0.37362756365069805,-0.7272204660792089,1.7463618323897059,2.4212204311236016,0.5586302632873422,-0.17472167327590638,-0.1793600500247923,0.12918992184056585,1.2712700547453355,1.5125742067688863,3,3,1,2,1,2,2,4,1,3,4
0.6344177094897056,0.13757810073931057,1.5636367142661904,0.8583923868781638,-1.6020402623755456,0.5671651269939703,0.5187884272775283,-0.4670235666894249,0.01155685986719329,2.5005912939358144,-0.10893663160524374,-0.15245812873546424,0.06610166120396507,-0.3688603682958683,-0.07079681520125214,-0.1779518009803008,3,3,1,2,1,2,2,4,1,3,4
-0.22338453211470036,0.44924698535310587,1.794231917612985,-3.470550433524764,1.691783667083819,0.3451964238310677,0.8194716559976422,-0.7655496742974452,-0.9751693184445674,2.8350079789637217,0.35468664043140885,0.6321538101158691,3.308655173410771,-0.04561732198080818,1.7417607536348056,1.9384004316541912,0,1,1,1,1,2,1,3,1,1,3
3.0608106479136645,-1.4059290111347826,3.2513452123314064,0.40856802338995835,-3.301863662189864,-1.6232759177448344,0.14347318015246296,-0.5630578796516034,0.3884180336504678,-1.196131820991339,-0.3944706505971804,-0.36998554878835876,-1.4217934041751945,-0.09922530743268816,-0.10756456274406631,-1.0697766105174698,0,1,1,2,1,3,1,2,1,2,3
0.2990134931947535,-0.7393290581830324,1.2784165825483116,-0.2167786987826424,0.785109874062592,-1.5195810536390089,-0.3990478342282046,0.6811299821615358,1.1548981856913259,-1.2732125713910274,-1.2069535303197092,0.016449045765998517,-0.09955497225348585,0.6181138003787382,-0.8336423545232828,0.6009229022207929,4,2,3,4,1,2,2,4,1,4,4
-1.008997845658356,-0.10389460745650021,0.8953994747713621,6.370744971508307,0.16363171044247235,1.044332263679499,-0.08908639302971537,-0.1274148766359984,0.014921035026402836,5.285783598253149,2.536109996470164,-0.20025561073847556,0.3472464497327257,0.12123073634369534,1.6511540353577003,-2.0093622553130106,0,1,1,1,1,2,2,3,1,2,5
-1.2016361725315972,-1.4710747357777334,1.8894359068871431,0.1768428012244341,0.549536803955301,-0.6266084335068731,1.0906380911729525,-0.42216051152977035,0.42237699260069655,-0.3276443213679728,-0.2614193609869692,-0.094925607749506,0.5568582102173707,0.18263447955681394,0.4459524155651361,1.4790094690417672,1,1,1,2,2,2,3,4,1,3,3
0.6690036448439808,-0.24257826209818856,1.77547493729227,-0.5987457255065818,-0.592770226095608,1.4628830211517898,1.0236223612536284,-0.40353156028697434,0.04763759938240673,-1.6314531031075694,-0.3417758291349768,0.5016605554391387,-1.7431281726306245,-0.4948511902490955,0.52827659998546,-1.0577980586282236,1,1,1,2,2,2,3,4,1,3,3
-0.13106116827072625,-1.3462728118265606,2.0896502366942244,0.371181323132804,1.4132225683336441,1.047188846583001,1.3986386080144346,-0.25885799097009615,0.19867941680209772,-1.4620131952349158,-0.8929267981494697,-0.3180621693387715,0.5547666323186045,1.2965721011612237,-0.32907012521470325,0.28320789072440106,0,1,1,2,1,2,3,4,1,2,4
1.3630533552293531,0.9109662751055171,0.8750132310265426,-0.5077820349061297,-2.793802287186059,-0.12801538950127717,-2.649313844815656,-0.5213214900156703,-1.4097402763140892,-1.5357972563735687,-0.08309445921527207,0.02149032170600101,-0.46875748205297874,0.7245636848126874,0.43578512703935873,-0.5195241036579991,0,1,1,1,1,1,1,1,1,1,1
-1.6374201318132897,1.2135258076113609,0.31598315215043526,-0.2615061857843421,0.47398889986639375,0.178593638322991,-2.551853924608257,-0.7268994765596545,-1.1819191719076494,-1.5509517558346368,-0.30852752812544926,0.025116357664429864,1.0364122722881297,0.8582498542909075,0.05563749378162949,-0.8374142211493877,0,1,1,2,1,2,1,2,1,2,2
-1.0855952118641319,11.31123345052688,0.2858500569005848,5.624601512490385,-0.03638247699087776,0.5408507188454926,-2.251281178645845,-0.7840312522883023,-1.3827959208916574,5.9213006781586826,-1.8110824879133676,0.5374849305212973,4.127023235704907,0.7660848936861864,-0.5381156553028511,-0.038893295325725594,0,1,1,1,1,1,1,1,1,1,1
-0.43807413579680543,-0.6960852179032779,0.7497074660301818,-1.1147793224355498,0.23322980161830523,0.2769759506474174,-2.2016968512047375,-0.7972216015152905,-1.4727291637859556,0.21005938555926534,-1.1422873236157043,0.19919956791912533,2.7517353469540535,0.12013492073187325,-0.24618404750353662,-0.8631548539154347,2,2,1,2,1,1,1,2,1,1,3
-1.2190194953982119,0.9396715264855269,0.32767210354996784,-0.8193034599065904,0.1440367457751465,0.04865890624578857,-1.9808298943089044,-0.5781481634496974,-1.2443130281426837,-1.592588334292985,-0.7871551551924987,0.05948210871084128,0.6427653937548055,0.2781301800885576,0.03128786583195154,-0.6848373128976505,2,2,1,2,1,1,1,2,1,1,3
-1.3946158080520366,1.5724872625460504,1.2877395797778006,-0.8750986179935847,2.301441117942776,0.4143158163906455,-1.7889597951610896,-0.7964761779482101,-1.398599343869067,-1.845375105628254,-0.4910522291407214,0.6173553842024149,0.7228610544888118,-0.8027903086206079,-0.6972847436948592,0.33984927162247114,0,1,1,1,1,1,1,2,1,1,1
-0.867636795024041,1.0182716400591587,0.8281206029375046,-0.7162317885657908,-0.026899499966660592,-0.3489889507710911,-2.3418251708641034,-0.5957077256673295,-1.459764465961583,-1.631503604684453,-0.44267582955769136,-0.15805173657086702,0.11381696628078783,-0.14744610904231537,0.14078217879134924,0.8840768468589906,0,1,1,1,1,1,1,1,1,1,1
-0.8816433747605857,1.7751822984281795,0.9323532733902644,-0.6587887877734455,0.09200469459795928,-0.32672734323007463,-2.4488320943012925,-0.19694737193267672,-1.2776074001006217,-2.020152530269804,-0.5662707286408144,0.11129131079807321,-0.09154456030450715,0.13793001268588842,0.6329326101415312,-0.7008896916639982,1,1,1,2,1,2,2,2,1,2,2
-1.2525411968754327,0.833404845152304,0.9298961575466529,-0.5144569466753969,1.0904637017393966,-0.12693731862328392,-2.5454718993125725,-0.31811373953829686,-1.0818139348059514,-1.9764960597562622,-0.8103707777756811,0.07068572940086482,0.674105723865724,1.1576910694699338,2.8458765427863852,-0.05857164822389364,0,1,1,2,1,2,1,2,1,2,2
-0.1754340130899795,1.9075872317004547,1.5341751412512115,-0.26491024268477453,2.100932456001736,-0.3027932865740623,-1.6443087199853859,-0.7665331373092271,-1.4627736631217714,-1.8529331160300926,0.3395721284905176,0.22589748419773711,1.4530643272055543,0.9021686360343865,0.18567178648315222,-0.08697371939840805,1,1,1,3,1,2,2,2,1,2,3
0.6405804791641713,2.1667428268835787,1.4436400788511827,-0.36320322651329867,-3.204667906897847,0.5450087904913812,-1.4313594299108774,0.7081195262226194,-0.9700692830824298,-1.8680824612982676,-0.6731673359770988,0.8790296022711035,-0.5705126633737032,0.05937437614050174,-0.8302181189232333,-0.48397747608120234,1,1,1,3,1,2,2,2,1,2,3
-1.0335551412828607,2.633381454010603,0.5340889866714791,-0.9553178157551209,1.7602751336098483,0.7968488897651406,-1.0798294324736049,-0.4847061665144199,-1.1322171287516265,-1.8705647439951583,-0.27999794732987066,0.10097702907158823,-0.0952276902335848,1.3410587492104251,-0.011484192400239231,0.6709661249757803,0,1,1,2,1,1,2,2,1,2,2
-1.5878274423856948,0.09878774986797138,-1.4156120789771287,-0.34390113193589666,-0.1409219517138196,2.9926375936639875,-0.17193375985973022,1.4505340721618607,3.2213656128298696,-1.5104856713084993,-0.5772484596589569,-0.13578513433276532,1.2876020927814527,3.078142341347013,-0.9513204936030661,0.7414176443210089,1,1,1,1,1,1,1,2,1,1,2
-1.3763081884761335,-1.2132691371181024,-1.4206037216946485,0.35552259552904997,-0.05082186639943486,-2.1686047644519806,-0.12463406966911196,0.5665878067802133,-0.07335181135050471,-1.0378639063887676,1.249526927984814,0.3554968883736183,0.05418494549831067,-0.4409215364650033,-0.8557342563157233,0.016077800675486607,5,1,1,1,1,1,1,4,1,2,4
-1.5318055287460381,-0.7550918614504198,-1.3162869202033154,-0.18968323832132805,-0.0657874465904211,-0.41265185550158245,-0.37640121092948686,-0.11854472267421937,-0.22623047222179943,-0.7870351451322618,-0.17073471189231823,-0.27874647763506977,-0.825585952237235,1.0483410734293959,0.6527019769257236,-1.379532953065636,0,1,1,1,1,1,2,2,1,1,2
-1.3560609735807045,0.1292929540529708,-1.2727944253697963,-0.27389558672921416,0.11637725013140734,1.588182325913635,-1.8258420870550522,0.4680722691585718,2.940996428897404,-0.8825812527549007,-0.634922392220621,0.8507550837167351,0.9692158135386578,0.046757110833644366,-0.30515108120479767,0.32765190050597237,1,1,1,2,1,1,1,1,1,1,2
-1.5759421977308556,-0.2128984548568759,-1.1444258737541944,-0.3966766611012729,-0.21803792439799363,-2.0419658455022143,-1.313508657004542,0.5806339306030378,0.3634834856288758,-0.29420185533082227,0.35451362949119686,0.5163268340663545,-0.8677824111848268,-0.953966182568925,-0.30898747846607005,-1.4579029865323725,5,2,1,1,1,1,1,3,1,2,4
-1.3999958791236182,-0.5381701582016243,-1.2014335609277187,-0.467794305798418,0.1672367466362851,2.955677139365424,-1.947967312123328,-0.8197821255728241,2.6265626036288743,-1.5296970477106877,0.007875151694084873,0.11396043073911422,1.3413089083643601,-0.09451852848892989,-1.161039209561462,0.601433786928399,0,1,1,2,1,1,2,2,1,1,1
-1.7881149213755299,0.0806692924859748,-1.3933299110233877,0.18946098641418146,-0.1623168235695286,-0.024498386788340612,0.5312924169737864,0.504672096145528,0.5835539269387875,-1.3146129610743214,-0.7993903502561261,-0.3226250623102736,0.24981270361999905,0.9348263077377056,-0.07018756866660021,0.6625213131175035,0,1,1,1,1,1,1,1,1,1,1
